주소,위도좌표,역등급,관련노선,열차정차횟수,역이름,소속지사,역연혁,경도좌표,역이름_중국어,취급업무,역이름_영어,역소개,입력일
경상남도 하동군 횡천면 경서대로 998-12 ,35.1031549,0,경전선,여객열차 10회,횡천역,부산경남본부, 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용     1967.10.05  역사 신축 착공   1968.02.07  보통역으로 영업개시(철도청고시 제6호)   1968.02.29  역사 신축 준공   1976.07.10  화물 취급 중지(철도청고시 제15호)   1991.01.01  소화물 취급 중지(철도청고시 제28호)   2009.06.15  무인역으로 격하 및 철도승차권 단말기 철거    2016.07.14   경전선 진주~광양 구간 이설로 역을 횡천리 159-20에서 남산리 525-1(삼랑진 기점 122.0km)로 이전(국토교통부고시 제2016-225호)    ,127.808659,橫川,"여객취급,승차권발매",Hoengcheon,"횡천역(Hoengcheon station, 橫川驛)은 경상남도 하동군 횡천면 남산리에 위치한 경전선의 철도역이다. 경전선 순천~진주 구간 개통과 동시에 영업을 시작하였으며, 진주~광양구간 복선비전철 개통과 동시에 현위치로 이전하였다. ",2021-09-29
부산광역시 동구 중앙대로 206,35.115242,1,"경부선(고속),경부선",여객열차 145회,부산역,부산경남본부," 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용      1905.01.01   초량역으로 영업개시     1908.04.01   현위치 역사 준공 및 부산역으로 역명 변경     1908.04.01   부산역으로 영업개시     1910.10.01   역사 준공     1943.12.10   부산부두역으로 역명 변경     1945.06.10   부산역으로 역명 변경     1945.09.01   화물부, 구내부 2개부를 통합     1953.08.01   일반화물 취급 개시     1953.11.27   역사 전소     1965.07.23   초량역 영업중지 (철도청고시158호)     1965.11.01   초량역.부산역.부산진역 3역 부산진역으로 통합. 부산역 영업정지 (철도청고시177호)     1966.04.01   역사 신축 착공     1969.06.10   역사 신축 준공과 동시에 부산역 영업 재개 (철도청고시115호)     1977.12.30   콘테이너 기지설치     1993.05.01   유료휴게실 운영개시 (철도청고시1993-19호)     1995.07.01   유료휴게실 폐지 (철도청고시1995-24호)     2000.01.01   부산지역관리역으로 직제 변경     2002.04.09   고속철도 부산역 공사관계로 1층 맞이방 폐쇄     2003.09.--   고속철도 부산역사 신축 준공     2004.04.01   경부고속철도 개통, 역사 리모델링 완료     2006.05.01   소화물 취급 중지 (건설교통부고시2006-142호)     2006.07.01   지역관리역제 폐지로 보통역으로 조정     2009.03.01   역 확장 공사 시작     2010.11.01   경부고속철도 2단계 구간 개통에 맞춰 역사 확장 완료     2016.12.09   SRT 운행개시     2021.01.05   동해 부산간 무궁화호 폐지    ",129.042895,釜 山 驛,"여객취급,승차권발매",Busan Station,"부산역(Busan station, 釜山驛)은 부산광역시 동구 초량동에 있는 경부선의 철도역이자 종점이다. 한국철도공사 부산경남본부 관리역으로, 역 구내에 한국철도공사 부산경남본부가 있다. 대한민국에서 서울역, 동대구역 다음으로 세 번째로 이용객이 많다. 서울 방향 KTX, ITX-새마을, 무궁화호와 수서 방향 SRT를 이용할 수 있으며, 광장에 부산 도시철도 1호선 부산역 출입구가 있다. 경부선은 이 역부터 서울역까지 모두 지상 구간이다. ",2021-09-29
충청남도 보령시 대해로 116 ,36.342308,2,장항선,여객열차 32회,대천역,대전충청본부," 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용      1929.12.01   보통역으로 영업개시(위치 : 대천동 340-2) (조선총독부관보 휘보&nbsp;사설철도운수영업개시 1929)     1964.08.08   역사 신축 착공     1964.12.13   역사 신축 준공     1973.03.13   사무관(5급)역으로 승격     1984.07.16   역사 증축     2006.05.01   소화물 취급 중지     2006.11.15   화물 취급 중지 (건설교통부고시2006-400호)     2007.12.21   역사 신축 이전 영업개시 (연면적 3,848㎡)     2008.02.01   코레일 대전충남본부 관리역으로 지정    2015.02.05 서해금빛열차(WEST GOLD TRAIN) 운행 개시   ",126.585596,大 川 驛,"여객취급,승차권발매",Daecheon Station,"대천역(Daecheon station, 大川驛)은 충청남도 보령시 내항동에 위치한 장항선의 철도역이다. 1929년 12월 1일에 보통역으로 영업을 시작하였다. 본래 보령군 목충면(睦忠面)의 지역으로서 바다와 인접해 있고, 바다로 흘러드는 큰 물이 있는데, 이 물을 '한내' 또는 '대천'이라 하였다. 1995년 대천시와 보령군이 보령시로 통합되면서 따라 '대천'이란 지명이 없어지게 되었다. 1914년부터 사용되면서 전국적으로 널리 알려진 친숙한 지명이 사라지자 지역주민들이 '대천지명살리기 운동' 을 벌여 1999년 보령시 5개 행정동 명칭이 대천1~5동으로 변경되었다.대천에는 동양최대의 유일한 조개껍질로 이루어진 해변과 갯벌에서 채취한 천연진흙으로 만든 미용용품, 각종 싱싱한 해산물, 아울러 원산도 해수욕장, 석탄박물관, 성주사지 등 사계절 관광객이 많이 찾는 관광 특구지역이다. 특히, 2007.12.21일자로 신역사로 이전함에 따라, 지역특색에 맞게 돛단배 모양으로 건축되었다.역무실에서 한국철도 100주년 기념 스탬프를 날인할 수 있다. ",2021-09-29
경상남도 하동군 하동읍 너뱅이길 30 ,35.0702,3,경전선,여객열차 12회,하동역,부산경남본부, 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용      1967.10.05   역사 신축 착공     1968.02.08   보통역으로 영업개시 (철도청고시6호)     1968.02.29   역사 신축 준공     1973.03.26   민수용 무연탄 도착취급역 지정(철도청고시 제17호)     2006.05.01   소화물 취급 중지     2009.10.31   화물취급 중지(국토해양부고시 제2009-1006호)     2013.09.27   남도해양열차 정차 개시     2016.07.14   경전선 진주~광양 구간 이설로 역사를 비파리 313-7에서 비파리 239(삼랑진 기점 127.4km)로 이전    ,127.75986,河 東 驛,"여객취급,승차권발매,화물취급",Hadong Station,"하동역(Hadong station, 河東驛)은 경상남도 하동군 하동읍 비파리에 위치한 경전선의 철도역이다. 경전선 광양~진주 구간 개통과 동시에 영업을 개시했으며, 진주~광양구간 복선비전철 개통과 동시에 현위치로 이전하였다. 2016년 현재 무궁화호 열차가 1일 8회 정차하며, 2013년 9월 27일부터 1일 4왕복의 남도해양열차가 정차하였으나 2013년 12월 운행구간 변경으로 1일 2왕복으로 감편되었다. 코레일 부산경남본부의 최서단 역이기도 하며, 역무실에서 한국철도 100주년 기념 스탬프를 날인할 수 있다. 구 역사의 경우 승강장 남측에 일렬로 벚나무 가로수가 식재되어 있어, 벚꽃이 개화하는 시기인 4월 초 경이 되면 많은 관광객이 사진 촬영이나 데이트 목적으로 이 역을 찾기도 하였다. 구 역사 앞에 경전선 전통(全通)기념비가 있으며, 이는 한국철도공사 선정 철도기념물로 지정되었다. ",2021-09-29
전라남도 광양시 진상면 옥진로 1112,35.0164,0,경전선,여객열차 10회,진상역,광주전남본부, 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용     1968.02.07  보통역으로 영업개시   1968.03.02  역사 신축 준공   1984.03.01  역원배치간이역으로 격하   1991.01.01  소화물 취급 중지   1991.03.26  소화물 취급 재개   1993.04.10  소화물 취급 중지   2004.12.10  역원무배치간이역으로 격하   2009.09.01  진상역 대합실 임대    2016.07.14   경전선 진주~광양 구간 이설로 삼랑진 기점 134.2km로 이전(국토교통부고시 제2016-225호)     2017.12.18   화물 취급 중지(국토교통부고시 제2017-839호)    ,127.720054,津上,여객취급,Jinsang,"진상역(Jinsang station, 津上驛)은 전라남도 광양시 진상면 섬거리에 위치한 경전선의 철도역이다. 경전선 광양~진주 구간 개통과 동시에 영업을 개시했으며, 진주~광양구간 복선비전철 공사중 구역사로부터 약간 순천방면에 있는 현역사로 이전하였다. 이 역과 하동역 사이에 섬진강철교가 있다. 구역사는 과거 소화물 취급용 승강장의 흔적이 남아 있었으며 여객열차 승강장은 2004년 이전까지는 1면 2선이었으나 무배치 간이역 격하 이후로는 안쪽 1선이 철거되어 1면 1선으로의 역할만 수행하였으며, 복선화 공사로 인해 운행선로가 이설되면서 철거되었다. ",2021-09-29
전라남도 광양시 광양읍 해광로 800,34.9678528,3,경전선,여객열차 12회,광양역,광주전남본부," 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용      1967.02.08   역사 신축 준공, 보통역으로 영업개시     1987.09.10   구내확장 및 상옥 준공     1987.09.16   광양제철선 광양-태금 완공     1998.12.30   광양항선 개통     2006.05.01   소화물 취급 중지    2010.09.01 화물 취급 중지   2011.05.25 복선화 완공과 함께 비전철로 개통 및 역사 현위치로 이전   2011.06.01 화물 취급 재개   2012.06.21 복선전철화 완공   2013.11.01 남도해양열차 정차   2015.04.01 한국철도공사 물류본부 책임사업부제 시행으로 물류본부 호남권물류사업단 아래의 2급역으로 편제   2016.04.29 경전선 진주~광양 구간 이설로 삼랑진 기점 148.5km로 이전   2017.12.18 화물 취급 재개   ",127.5890069,光 陽 驛,"여객취급,승차권발매,화물취급",Gwangyang Station,"광양역(Gwangyang station, 光陽驛)은 전라남도 광양시 광양읍 도월리에 있는 경전선의 철도역이다. 2011년 5월 25일에 복선 비전철로 이설과 함께 도월리 573-8번지로 이전하였다. 현재는 순천역~광양역 구간 사이에 전철화가 완료되었으며, 광양역~진주역사이의 복선화도 완료되었다. ",2021-09-29
충청남도 보령시 웅천읍 방축길 151,36.234122,3,장항선,여객열차 32회,웅천역,대전충청본부," 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용      1931.08.01   보통역으로 영업개시 (조선총독부관보 휘보 사설철도운수영업개시 1931)     1982.04.19   역사 신축 준공     1988.12.20   운전취급방식을 연동폐색방식으로 변경     1991.09.01   수소화물 취급 중지 (대한민국관보 철도청고시 제1991-17,18호)     2006.11.15   화물 취급 중지 (건설교통부고시2006-400호)     2021.01.05   장항선 직선화 완료와 함께 웅천읍 대창리 101-1 일대로 이전    ",126.601819,熊 川 驛,"여객취급,승차권발매",Ungcheon Station,"웅천역(Ungcheon Station, 熊川驛)은 충청남도 보령시 웅천읍 대창리에 있는 장항선의 철도역이다. 서해금빛열차를 제외한 모든 여객 열차가 정차한다. 역무실에서 한국철도 100주년 기념 스탬프를 날인할 수 있다. 웅천은 태고의 신비를 간직하고 있는 남포오석이 생산되어 웅천돌문화공원과 석공예 가공공장이 많이 있는 보령시의 대표적인 도농복합지역으로 차령산맥의 지맥이 이어져 곳곳에 잔구성 산지가 솟아 있다. 서쪽으로는 서해안의 최초 해수욕장인 무창포 해수욕장이 있어 신비의 바다길로 유명한 모세의 기적을 연출하고 있으며, 봄 가을에 쭈구미 및 대하 전어 축제가 열린다.",2021-09-29
충청북도 제천시 봉양면 주포로 8길 58,37.131099,3,"중앙선,충북선",여객열차 8회,봉양역,대전충청본부," 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용      1941.07.01   보통역으로 영업개시(안동철도국) (조선총독부관보 고시 1941-801호)     1944.04.30   역사 신축 준공     1958.01.01   충북선 개통 (목행~봉양간)     1968.09.30   중앙선 복선 개통 (봉양~제천간)     1971.01.01   서울철도국으로 이관     1991.01.01   소화물취급 중지 (철도청고시1990-28호)     1991.03.01   영주지방철도청으로 이관     1996.03.15   전기연동장치로 개량     1998.10.15   현 역사 신축 준공     2005.09.30   화물 취급 중지     2016.06.01   무배치간이역 격하     2016.12.09   여객 영업 중지     2021.01.05   여객 영업 재개 (중앙선, 충북선 1일 왕복 5회 정차)     2021.02.05   차내 취급역으로 개편 (역사에서 승차원 판매하지 않음, 온라인 예매 또는 승차 후 승무원에게 구입)    ",128.131003,鳳 陽 驛,"여객취급,승차권발매,화물취급",Bongyang Station,"봉양역(Bongyang station, 鳳陽驛)은 중앙선과 충북선의 철도역으로 충북선의 종점이기도 하다. 충청북도 제천시 봉양읍에 위치한다. 1990년대에 기존 역사를 철거 후 신축한 후 2016년 12월 3일까지 무궁화호 상행열차 4회, 하행열차 3회가 정차하였으나, 정차하던 열차의 대부분이 충북선 계통으로 중앙선 계통의 열차는 1왕복에 불과했고 봉양읍이 인구 9천여 명에 불과한 소읍(小邑)이기 때문에 여객 이용은 많지 않았다. 2016년 12월 9일부터 여객 취급이 중지되었으나, 2021년 1월 5일에 서원주 - 제천 복선 전철화 공사의 완료가 되어 여객 영업이 재개되었다. 열차는 상행과 하행 각각 5회씩 정차한다. 또한 봉양역과 제천역 사이에 제천조차장이 있어 시멘트 운송 등으로 인해 봉양역의 화물열차 운행 수요는 많은 편이다. 역 앞에는 일본식 2층 건물이 있다. 충북선은 이 역부터 조치원역까지 모두 지상 구간이다. ",2021-09-29
충청남도 서천군 판교면 저산길 8번,36.1556176,3,장항선,여객열차 182회,판교역,대전충청본부," 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용     1930.11.01  보통역으로 영업개시   1946.05.01  국철로 편입   1984.07.26  역사 신축 착공   1984.10.31  역사 신축 준공   1991.09.15  소화물 취급 개시(철도청고시 제17,18호)   2006.05.01  소화물 취급 중지(철도청고시 제20호)   2006.11.15  화물 취급 중지(건설교통부고시 제2006-400호)   2008.11.28  노선 직선화 완공으로 역사 신축 이전   ",126.6793422,板橋,"여객취급,승차권발매",Pangyo,"판교역(Pangyo station, 板橋驛)은 장항선의 철도역이다. 장항선 직선화 사업 개통과 함께 2008년 11월 28일에 판교면 저산리 308-25번지로 이전하였다. 모든 무궁화호가 정차한다. ",2021-09-29
충청북도 제천시 의림대로 1,37.128031,1,"중앙선(고속),중앙선,충북선,태백선",여객열차 56회,제천역,대전충청본부," 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용      1941.07.01   보통역으로 영업개시 (조선총독부관보 고시1941-801호)     1947.02.01   5급역으로 승격     1963.05.30   4급역으로 승격     1967.10.01   지하도 준공     1969.12.01   역사 신축 준공     1971.03.21   역사 개량 착공     1971.06.23   역사 개량 준공     1971.09.10   민수용 무연탄 도착취급역 지정 (철도청고시 제1971-37호)     1974.05.11   민수용 무연탄 도착취급역 지정취소 (철도청고시 제1974-23호)     1981.05.25   북부전철실 신축     1982.12.15   역사 증축 준공     1983.12.23   남부전철실 개축     1984.12.10   태백선 승강장지붕 신축 및 중앙선 승강장지붕 연장     1989.08.04   운전취급실 및 구내실 신축     1989.09.22   북부전철실 개축     2000.01.01   지역관리역으로 변경     2006.05.01   소화물취급 중지     2006.07.01   지역관리역제 폐지로 보통역으로 조정      2010.12.30   화물취급 중지(국토해양부고시 제 2010-987호(2010.12.24))     2012.09.17   충북선 누리로 운행 종료     2012.10.02   중앙선 제천-도담 복선전철 준공     2013.04.12   중부내륙순환열차(O-Train) 운행 개시     2014.05.01   충북종단열차 운행 개시     2014.11.01   ITX-새마을 운행 개시     2015.01.22   정선아리랑열차(A-Train) 운행 개시     2016.01.01   충북선 누리로 운행 재개     2016.12.09   충북선 누리로 운행 종료     2017.11.24   임시 역사로 이전     2018.03.23   중앙선 ITX-새마을 운행 재개     2018.07.01   충북선 1281,1282열차 누리로 운행 개시     2020.02.03   중부내륙순환열차 운행 중지     2020.03.02   영동선 동해행 누리로 운행으로 무궁화호 전환     2020.03.03   영동선 동해행 누리로 운행 개시     2020.05.29   신 역사로 이전     2020.06.22   원주역 ~ 제천역 간 복선 철로 시운전     2021.01.05   ITX-새마을 폐지 및 KTX-이음 운행 개시    ",128.204342,堤 川 驛,"여객취급,승차권발매,화물취급",Jecheon Station,"제천역(Jecheon station, 堤川驛)은 충청북도 제천시에 있는 중앙선과 태백선의 철도역으로 중앙선과 태백선이 분기한다. 충북선을 경유하는 대부분의 여객열차가 이 역에서 시·종착한다. 1941년 9월 1일 보통역으로 영업을 시작하였다. 제천은 예로부터 지명이 제방(둑)과 관련되었다. 본래 '냇둑'이라 불리던 것을 삼국시대에 이두식 표기인 '내토'라고 불렀다. 그 이후에도 대제(大堤), 제주(堤州), 제원(堤原)으로 불리는 등, 모두 큰 제방으로부터 비롯된 이름임을 알 수 있다. 지금의 이름인 '제천(堤川)'은 조선 태종 13년(1413)부터 불린 지명이다. 중앙선의 시발역인 청량리역을 기점으로 154.9 km 지점에 있으며, 이 역을 중심으로 동쪽으로는 영월(寧越) ·사북(舍北) ·황지(黃池)를 거쳐 북평(北坪)으로 이어지는 태백선(太白線)과 영동선(嶺東線)이, 남서쪽으로는 음성(陰城) ·충주(忠州) ·청주(淸州)를 거쳐 조치원(鳥致院)으로 통하는 110 km의 충북선이 있어 영동과 중부 충청 내륙을 이어 주는 분기점이다. 역 부근에는 4 km 밖에 의림지, 한벽루(寒碧樓)가 있다. 2014년 5월 1일부터 충북도민의 충북선 이용 및 KTX?SRT 오송역 환승 편의를 위하여 동대구역~대전역~제천역~영주역간 무궁화호가 왕복 2회 편성되었다. 인근에 제천기관차승무사업소 등의 사업소와 대전충청본부 충북지역관리단, 그리고 대전철도차량정비단 동력차정비센터가 있다. 2017년 11월 24일부터 2020년 5월 28일까지 임시역사에서 영업하였고, 2021년 1월 5일에 개통 된 중앙선 서원주~ 봉양 구간 복선 전철화로 KTX-이음이 운행중이다. 2020년 5월 28일 신역사가 완공 이전되어 임시 역사는 철거되고 새 주차장이 건설되었다. 무궁화호는 심야에 4편성이 주박한다. ",2021-09-29
충청남도 서천군 서천읍 서천역길 57,36.077034,3,장항선,여객열차 32회,서천역,대전충청본부, 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용      1930.11.01   충남서천역(등급:보통역)으로 영업개시     1946.05.01   조선경남철도주식회사에서 국철로 편입     1955.07.01   서천역으로 역명 변경     1978.06.12   역사 신축 착공     1978.09.19   역사 신축 준공     2006.05.01   소화물 취급 중지     2008.11.01   화물 취급 중지 (국토해양부고시2008-561호)     2008.11.27   노선 직선화 완공으로 신역사 신축이전     2008.12.15   화물 취급 재개(국토해양부고시 제2008-706호)     2009.09.07   구 역사가 서천군 맑은물사업소로 사용되기 시작     2019.03.01   구 역사철거    ,126.701291,舒 川 驛,"여객취급,승차권발매",Seocheon Station,"서천역(Seocheon station, 舒川驛)은 장항선의 철도역이다. 서해금빛열차를 제외한 모든 여객 열차가 정차한다. 2008년 1월 1일 장항선과 군산선이 직결되면서 한때 서천 ~ 군산간 새마을호의 시·종착역이 된 적이 있다. 장항선 직선화 사업 개통과 함께 역사 위치를 이전하였다. 역무실에서 한국철도 100주년 기념 스탬프를 날인할 수 있다. 1930년 11월 1일 충남서천역으로 영업을 시작하였다. 서천이란 지명은 금강을 사이에 두고 작은 냇물이 펼쳐져서 수려한 지역을 이룬 곳이라 하여 '서천(舒川)'이라고 부르게 되었다 한다. ",2021-09-29
충청남도 서천군 마서면 장항역길 55,36.041492,2,장항선,여객열차 32회,장항역,대전충청본부, 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용      1930.11.01   보통역으로 영업개시     1946.05.01   국철에 편입     1976.05.20   역사 신축 착공     1976.09.15   역사 신축 준공     1978.06.12   역사 증개축 착공     1978.09.19   역사 증개축 준공     2000.05.15   장항 - 군산 철로 연결공사 착공     2008.01.01   보통역으로 영업개시 (건설교통부고시2007-618호)     2008.02.01   2급역(그룹대표역)에서 3급역(보통역)으로 격하     2010.09.01   화물취급 중지(국토해양부고시 제2010-582호)     2015.02.05   서해금빛열차(WEST GOLD TRAIN) 운행 개시     2021.01.12   장항화물선 폐지(국토교통부 고시 제2021-11호)    ,126.708189,長 項 驛,"여객취급,승차권발매",Janghang Station,"장항역(Janghang station, 長項驛)은 충청남도 서천군 마서면에 있는 장항선의 철도역이다. 2008년 1월 1일에 장항선 직선화 사업 개통과 함께 역의 위치가 장항읍에서 마서면으로 이전되었으나, 역명은 그대로 장항역(長項驛)으로 쓰고 있다. 2008년 1월 1일을 기하여 구 장항역에서 여객 영업 기능을 넘겨받아 개업하였다. 장항 - 군산간 장항선 철도 연장 및 기존 군산선(익산 - 대야) 구간의 장항선 편입에 의하여 기존 장항역에서 군산으로 선로를 연결하기 어려워 선로를 새로 이설하였다. 이 역은 장항 - 군산간 철로 연결로, 기존의 장항역을 거쳐 군산역으로 철로 연결이 어렵게 되어, 서천군 마서면 장항선상에 새로 짓게 된 역이다. 장항역 이전 전까지는 2급역으로 그룹대표역 취급을 받았으나, 군산간 철로 연결 이후부터는 군산역에 그룹대표역 자리를 넘겨주었고, 장항역은 대천관리역 관할역이 되었다. ",2021-09-29
전라북도 군산시 내흥2길 197,36.00184,2,장항선,여객열차 32회,군산역,전북본부," 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용      1912.03.06   보통역으로 영업개시     1931.07.12   군산항역 개설연장 영업     1944.11.29   군산항역 폐지     1950.07.01   6.25 동란으로 역사소실     1955.06.11   옥구선 개통 영업개시     1960.03.04   역사신축 착공     1960.10.05   역사신축 준공     2000.05.15   장항-군산 철도연결 공사 착공, 신군산역 착공     2008.01.01   보통역으로 영업개시 (건설교통부고시2007-618호)     2008.02.18   컨테이너 야드 영업개시     2009.08.   보통역으로 격하     2015.02.05   서해금빛열차(WEST GOLD TRAIN) 운행 개시    ",126.758747,群 山 驛,"여객취급,승차권발매",Gunsan Station,"군산역(Gunsan station, 群山驛)은 전라북도 군산시 내흥동에 있는 장항선의 철도역이다. 새마을호와 무궁화호가 모두 정차하며, 역무실에서 한국철도 100주년 기념 스탬프를 날인해 갈 수 있다. 2008년에 군산선과 장항선이 연결로 신역사로 이전 개업과 동시에 철도 컨테이너야드가 완공되어 화물 취급도 개시했다. ",2021-09-29
충청북도 단양군 단양읍 단양로 896,36.973249,3,"중앙선(고속),중앙선,충북선",여객열차 16회,단양역,대전충청본부," 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용      1942.04.01   보통역으로 영업개시 (조선총독부관보 고시 1942-333호)     1945.08.15   역명변경 (충북단양 → 단양)     1956.11.22   역사 신축 착공     1956.12.30   역사 신축 준공     1982.11.22   역사 신축 착공     1985.05.01   충주댐 공사로 단양역 수몰로 현 위치에 역사 이전 (철도청고시 제1985-30,31호)     1985.11.30   역사 신축 준공     1986.12.20   6급역으로 격하 (영주지방철도청공고 제1986-33호)     1995.02.20   소화물 취급 중지 (철도청고시1995-4호)     2008.11.01   화물 취급 중지 (국토해양부고시2008-561호)     2013.04.12   중부내륙순환열차 운행 개시     2014.05.01   충북종단열차 운행 개시     2014.10.01   중부내륙순환열차 여객취급 중단     2014.11.01   ITX-새마을 운행 개시     2015.06.01   중부내륙순환열차 운행 재개     2018.03.23   ITX-새마을 운행 재개     2020.02.03   중부내륙순환열차 운행 중지     2021.01.05   ITX-새마을 폐지 및 KTX-이음 운행 개시    ",128.343616,丹 陽 驛,"여객취급,승차권발매",Danyang Station,"단양역(Danyang station, 丹陽驛)은 충청북도 단양군 단양읍 증도리에 위치한 중앙선의 역이다. 1942년 4월 1일 보통역으로 영업을 시작하였다.개업 당시에는 현재의 단성역 인근 변전소 자리에 위치하였으나, 1985년 충주댐 건설로 선로를 이설하면서 현재의 위치에 역을 신축하게 되었다. 읍내에 위치하나 중심지와는 거리가 멀다. 역 광장에 보존 중인 3016호 디젤기관차와 도담삼봉 모형이 있다. 승강장은 고상홈과 저상홈이 같이 붙어있다.",2021-09-29
광주광역시 북구 무등로 235,35.166544,1,"호남선,광주-광주송정 셔틀",여객열차 40회,광주역,광주전남본부," 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용      1922.07.01   보통역으로 영업 개시 (소재지:광주광역시 대인동)     1928.01.01   국철에서 매수(남조선철도&lt;사철&gt;)     1969.07.25   현위치에 역사 신축 준공 (철도청고시129호)     1993.05.01   유료휴게실 운영개시 (철도청고시1993-19호)     1995.07.01   유료휴게실 폐지 (철도청고시1995-24호)     2000.08.10   경전선 효천-송정리(현 광주송정)구간 이설로 광주선의 종착역이 됨     2004.04.01   KTX 영업개시     2006.05.01   소화물 취급 중지     2006.07.01   지역관리역제 폐지로 보통역으로 조정     2013.09.27   남도해양관광열차 정차 개시     2013.12.13   광주발 마산행이 광주송정발 서대전행으로 변경되면서 남도해양관광열차 취급 중지     2014.05.12   ITX-새마을 운행 개시     2015.04.02   호남고속선 개통에 따라 KTX 정차역이 광주송정역으로 일원화되어 KTX 취급 중지     2015.05.29   화물 취급 중지(국토교통부고시 제2015-332호)     2016.12.09   누리로 운행 개시     2020.03.01   누리로 운행 종료     2020.03.02   태백선 누리로 운행으로 호남선 1421, 1424, 1425, 1426 열차는 무궁화호로 변경    ",126.909419,光 州 驛,"여객취급,승차권발매,화물취급",Gwangju Station,"광주역(Gwangju station, 光州驛) 은 대한민국 광주광역시 북구 중흥2동에 있는 광주선의 철도역이다. 광주의 도심부에 있어서 이용객이 많다. 광주선의 종착역으로, 용산역으로 가는 ITX-새마을·무궁화호 열차와 목포역으로 가는 무궁화호 열차가 출발하는 역이다.[1] 한국철도공사 광주전남본부 산하의 광주지역관리단이 위치하고 있다. 일제 강점기에는 황해도에 있는 황주역과 일본어 발음(こうしゅう, 코슈)이 같다는 이유로 전남광주역(全南光州驛)으로 불렸다. 원래는 경전선상의 철도역이었으나, 경전선 도심 구간 선로 이설 사업으로 광주 ~ 남광주 ~ 효천 간 선로가 철거되어서 경전선의 지선인 광주선의 종착역이 되었다. 광산구 송정동의 호남선 광주송정역과 통합할 예정이었으나, 도심 공동화 우려 및 광주역 주변 상권 문제에 북구 및 동구 지역에서 상대적으로 멀리 떨어져 있는 광주송정역 접근성 문제 때문에 애초 계획과 달리 존치되고 있다. 광주송정역 및 광주공항과 달리 유스퀘어처럼 광주역 인근으로는 도시철도가 지나가지 않으며, 역 남쪽으로 양동시장역 및 금남로5가역이 있다. 이 역부터 모두 지상 구간이다. ITX-새마을은 심야에 2편성이 주박한다. 무궁화호는 심야에 5편성이 주박한다. 배선 등의 문제로, 호남고속선의 완공 후에는 더 이상 고속열차가 들어오지 않는다. 이에 대비하여 광주 - 광주송정 셔틀열차가 운행 중이다. ",2021-09-29
경상북도 포항시 북구 흥해읍 포항역로 1,36.03619,2,"동해선(고속),대구선,동해남부선,동해선",여객열차 28회,포항역,대구경북본부," 날짜와 연혁내용을 보여주는 역 연혁표입니다.   날짜 내용      1918.11.01   보통역으로 영업개시(협궤선)     1928.07.01   국철에 편입     1945.07.10   표준궤간으로 변경 및 역사 신축     1971.09.10   민수용 무연탄도착취급역 지정 (철도청고시 제1971-37호)     1975.07.01   포항제철전용통동이차운행     1992.12.05   새마을호열차(포항-서울간)&nbsp;운행개시     1994.02.01   사무관역(5급)으로 승격     2001.05.18   역사 전면 개.보수     2002.10.05   서울-포항간 새마을호 하루 2편씩 증편운행     2005.07.01   포항제철통근열차 폐지     2006.05.01   소화물 취급 중지     2006.11.15   화물 취급 중지 (건설교통부고시2006-400호)     2013.10.04   신역사 기공식     2013.11.07   부산진 기점 143.2km로 변경(국토교통부고시 제2013-652호)     2015.02.24   동해본선 사용개시 고시(국토교통부고시 제2015-87호)     2015.03.31   이인리 신 역사 개장. KTX 임시 운행, 전산상 명칭은 “신포항”     2015.04.02   대흥동 구 역사의 여객 영업 중단, 모든 업무를 이인리 신 포항역으로 이전. 전산 명칭을 “포항”으로 변경     2015.10.01   대흥동 구 역사 철거     2016.04.29   구역사의 영업거리를 부산진 기점 142.5km로 변경(국토교통부고시 제2016-224호)     2017.12.18   화물 취급 중지(국토교통부고시 제2017-839호)     2018.10.31    구 역사 개업 100주년     2021.12.   ITX-새마을 운행 개시 (예정)    ",129.359715,浦 項 驛,"여객취급,승차권발매",Pohang Station,"포항역(Pohang station, 浦項驛)은 경상북도 포항시 북구 흥해읍 이인리에 있는 동해선의 철도역이다. 개업 때부터 2015년까지는 북구 대흥동에 위치하여 있었으나, 동해선 이설과 함께 2015년 4월 2일에 현 위치로 이전했고 기존 대흥동 역사는 도로 확장을 위해 철거됐다. 동해선은 이 역 지나서 영덕역, 부전역을 지나서 부산진역까지 모두 지상 구간이다. 심야에 KTX-산천 2편성, 무궁화호 4편성이 주박한다. ",2021-09-29
