,허가번호,경도,위도
35673,322018110043324,127.084153,37.566161
35746,322021110016784,127.085914,37.560522
35765,322022110020509,127.087342,37.559778
35794,322025110000128,127.081056,37.562964
35800,322025110007990,127.081056,37.562964
35801,322025110018152,127.081647,37.565403
35891,322014110006702,126.991361,37.577325
35892,322014110006736,126.989689,37.578861
35893,322014110006737,126.989689,37.578861
35894,322014110006738,126.989689,37.578861
35904,322014110030381,126.992008,37.570419
35905,322014110030811,126.991978,37.571133
35931,322014110051685,126.990044,37.572558
35940,322014110066024,126.989453,37.574408
35941,322014110068944,126.987617,37.578006
35946,322014110071823,126.987211,37.571883
35964,322015110003653,126.985239,37.573003
35965,322015110005834,126.991208,37.571017
35967,322015110018852,126.988433,37.577083
35968,322015110018891,126.990983,37.570069
35988,322015110069403,126.987211,37.571883
35992,322015110076381,126.9858,37.576711
36005,322016110011222,126.992025,37.573492
36029,322016110031510,126.988144,37.576622
36030,322016110036557,126.989039,37.575775
36031,322016110037736,126.985522,37.573853
36032,322016110037753,126.989844,37.572322
36033,322016110037754,126.985986,37.576297
36034,322016110037759,126.990228,37.571494
36035,322016110037760,126.988319,37.572039
36036,322016110037764,126.991847,37.572319
36037,322016110037765,126.992408,37.572828
36038,322016110037771,126.986506,37.572292
36039,322016110037772,126.985703,37.572917
36040,322016110037830,126.992889,37.570725
36041,322016110037841,126.989228,37.570542
36042,322016110037844,126.986736,37.574358
36043,322016110037860,126.985239,37.573003
36044,322016110037869,126.9919,37.570139
36047,322016110042894,126.990297,37.570594
36048,322016110042900,126.985228,37.573075
36049,322016110042912,126.985411,37.573683
36057,322016110047123,126.990297,37.570594
36058,322016110047134,126.985353,37.573786
36075,322016110050951,126.990578,37.575047
36077,322016110053324,126.990578,37.575047
36078,322016110054222,126.992025,37.573492
36080,322016110056085,126.991847,37.572319
36083,322016110057381,126.990297,37.570594
36093,322016110078853,126.992247,37.57125
36094,322016110078854,126.992247,37.57125
36095,322016110078855,126.992247,37.57125
36096,322016110078856,126.992247,37.57125
36097,322016110078857,126.992247,37.57125
36098,322016110078858,126.992247,37.57125
36099,322016110078859,126.992247,37.57125
36100,322016110078860,126.992247,37.57125
36101,322016110078861,126.992247,37.57125
36102,322016110078862,126.992247,37.57125
36103,322016110078863,126.992247,37.57125
36104,322016110078864,126.992247,37.57125
36105,322016110079104,126.989942,37.572683
36106,322016110079105,126.989942,37.572683
36107,322016110079106,126.989942,37.572683
36108,322016110079107,126.989942,37.572683
36109,322016110079108,126.989942,37.572683
36110,322016110079109,126.989942,37.572683
36111,322016110079110,126.989942,37.572683
36112,322016110079111,126.989942,37.572683
36116,322016110081823,126.9919,37.570139
36117,322016110081923,126.989556,37.572778
36118,322016110081924,126.989556,37.572778
36123,322016110084482,126.9919,37.570139
36124,322016110084484,126.9919,37.570139
36125,322016110084606,126.989189,37.570611
36126,322016110084610,126.986736,37.574358
36127,322016110085426,126.990831,37.570508
36128,322016110085427,126.990831,37.570508
36129,322016110085428,126.990831,37.570508
36130,322016110085429,126.990831,37.570508
36131,322016110085430,126.990831,37.570508
36132,322016110085431,126.990831,37.570508
36133,322016110085432,126.990831,37.570508
36134,322016110085433,126.990831,37.570508
36136,322016110088205,126.987464,37.578292
36137,322016110088206,126.987464,37.578292
36138,322016110088235,126.9889,37.576808
36139,322016110088236,126.9889,37.576808
36140,322016110088869,126.987464,37.578292
36141,322016110088870,126.987464,37.578292
36142,322016110088871,126.987464,37.578292
36148,322017110004517,126.989919,37.572672
36149,322017110008660,126.989689,37.578861
36150,322017110008661,126.989689,37.578861
36151,322017110008662,126.989689,37.578861
36152,322017110009215,126.988144,37.576622
36156,322017110010422,126.991361,37.577325
36157,322017110010427,126.985986,37.576297
36158,322017110010428,126.985986,37.576297
36166,322017110013988,126.988422,37.572011
36169,322017110025656,126.986856,37.572331
36170,322017110025657,126.986858,37.572294
36172,322017110026129,126.992075,37.572142
36176,322017110028852,126.989689,37.574644
36177,322017110033779,126.984933,37.573792
36178,322017110033782,126.990578,37.575047
36191,322017110039051,126.993389,37.571692
36195,322017110040257,126.990969,37.573672
36218,322017110055166,126.993389,37.571692
36219,322017110056356,126.986856,37.572292
36220,322017110056364,126.992061,37.572139
36221,322017110059824,126.990969,37.573672
36222,322017110062232,126.991853,37.5723
36227,322018110008301,126.990044,37.572558
36229,322018110009765,126.985117,37.573994
36238,322018110025387,126.991978,37.571133
36239,322018110043325,126.993275,37.572233
36241,322018110050551,126.992025,37.573483
36274,322018110066796,126.9858,37.576711
36291,322019110023353,126.991978,37.571133
36300,322019110033976,126.989039,37.575775
36309,322019110051573,126.988192,37.573983
36406,322021110008407,126.987925,37.572386
36409,322021110009161,126.985103,37.574331
36458,322023110017268,126.987617,37.578006
36466,322023110030006,126.991053,37.573439
36490,322024110039096,126.986167,37.577244
36494,322025110009443,126.988192,37.573983
36495,322025110009444,126.988192,37.573983
36653,322014110005007,127.092267,37.555953
36656,322014110006653,127.091092,37.558583
36657,322014110011893,127.086511,37.562072
36658,322014110011896,127.089358,37.562444
36659,322014110011942,127.088231,37.557461
36660,322014110011959,127.094733,37.558764
36661,322014110011960,127.089608,37.557689
36663,322014110016908,127.085119,37.557328
36664,322014110016909,127.090169,37.560992
36665,322014110016916,127.089697,37.555167
36674,322014110023760,127.085403,37.559972
36697,322015110024767,127.093358,37.557439
36707,322015110058060,127.089383,37.560389
36712,322015110067328,127.084728,37.558886
36721,322016110002175,127.085961,37.556147
36724,322016110008904,127.090508,37.557381
36725,322016110008917,127.0886,37.555042
36726,322016110025208,127.084044,37.560042
36727,322016110025209,127.086381,37.557861
36728,322016110025210,127.087958,37.561153
36735,322016110037934,127.092886,37.559019
36738,322016110040855,127.087308,37.559789
36739,322016110041045,127.090283,37.555325
36740,322016110041185,127.094131,37.559039
36741,322016110041327,127.091081,37.558583
36742,322016110041328,127.089608,37.557689
36743,322016110043431,127.088275,37.557633
36744,322016110046558,127.085128,37.557314
36745,322016110047438,127.092344,37.55585
36746,322016110047456,127.085403,37.559972
36747,322016110048090,127.088586,37.560164
36754,322016110084983,127.089358,37.558803
36755,322016110085011,127.086369,37.557942
36756,322016110085015,127.087642,37.5557
36757,322016110085020,127.0886,37.555042
36758,322016110085022,127.086511,37.562053
36759,322016110085028,127.089414,37.562481
36786,322017110045326,127.084044,37.560042
36787,322017110045335,127.086053,37.556986
36788,322018110015258,127.087811,37.561181
36789,322018110036402,127.087678,37.562283
36790,322018110036403,127.087364,37.559594
36799,322018110060937,127.085183,37.558547
36800,322018110060943,127.08705,37.556833
36842,322019110080896,127.091856,37.558111
36874,322021110001722,127.086314,37.555531
36886,322021110016784,127.085914,37.560522
36899,322022110020509,127.087342,37.559778
36930,322024110009884,127.090867,37.559364
36995,322014110005006,127.085047,37.552239
36997,322014110009755,127.077364,37.553908
36998,322014110009757,127.078147,37.556536
36999,322014110011894,127.080022,37.557614
37000,322014110016512,127.080836,37.554078
37001,322014110016513,127.078808,37.552308
37007,322014110019496,127.082386,37.54955
37008,322014110020525,127.085925,37.554311
37012,322014110046697,127.078997,37.557353
37020,322014110061510,127.078997,37.557353
37023,322014110068470,127.082386,37.54955
37024,322014110069361,127.081219,37.555975
37037,322015110053204,127.083222,37.554322
37038,322015110054002,127.075361,37.552875
37049,322015110077584,127.078758,37.552
37051,322016110005203,127.082939,37.557158
37067,322016110040840,127.079217,37.556022
37068,322016110040841,127.080039,37.553506
37069,322016110040850,127.084647,37.5562
37070,322016110041047,127.081664,37.556689
37071,322016110041175,127.075964,37.551825
37072,322016110041204,127.078808,37.552308
37073,322016110041311,127.080836,37.554078
37074,322016110042767,127.078181,37.556536
37075,322016110042804,127.077364,37.553908
37076,322016110042813,127.080022,37.557614
37077,322016110043490,127.082386,37.54955
37078,322016110043491,127.085058,37.552247
37079,322016110043492,127.085056,37.552214
37080,322016110045273,127.083311,37.555253
37102,322016110079180,127.079714,37.557025
37103,322016110079181,127.079714,37.557025
37104,322016110079182,127.079714,37.557025
37105,322016110079183,127.079714,37.557025
37106,322016110079184,127.079714,37.557025
37107,322016110079185,127.079714,37.557025
37108,322016110079186,127.079714,37.557025
37109,322016110079187,127.079714,37.557025
37110,322016110079188,127.079714,37.557025
37111,322016110079189,127.079714,37.557025
37112,322016110080202,127.079714,37.557025
37113,322016110080203,127.079714,37.557025
37114,322016110080204,127.079714,37.557025
37115,322016110080205,127.079714,37.557025
37116,322016110080206,127.079714,37.557025
37117,322016110080207,127.079714,37.557025
37118,322016110080208,127.079714,37.557025
37119,322016110080209,127.079714,37.557025
37120,322016110080210,127.079714,37.557025
37121,322016110080211,127.079714,37.557025
37122,322016110080212,127.079714,37.557025
37123,322016110082060,127.080019,37.557592
37132,322017110013356,127.077375,37.553908
37133,322017110016645,127.076414,37.552064
37134,322017110021107,127.075872,37.555683
37135,322017110024204,127.078758,37.552
37141,322017110034208,127.082739,37.557653
37156,322018110003004,127.079664,37.554664
37163,322018110010356,127.080042,37.557506
37164,322018110010374,127.080086,37.557614
37165,322018110010401,127.083311,37.555253
37173,322018110017771,127.085939,37.554289
37174,322018110017773,127.083208,37.553503
37182,322018110040393,127.081664,37.5567
37185,322018110060941,127.083222,37.554322
37199,322018110068503,127.079425,37.552781
37230,322019110036525,127.080881,37.552706
37232,322019110040358,127.080875,37.552728
37243,322019110041148,127.081806,37.549472
37278,322020110010124,127.081664,37.5567
37306,322020110054699,127.078758,37.552
37332,322021110038156,127.077864,37.553633
37372,322022110051408,127.081664,37.5567
37382,322022110063427,127.081303,37.555697
37395,322023110029891,127.075883,37.555672
37399,322023110038346,127.075942,37.551817
37514,322014110009741,127.086644,37.539997
37515,322014110010206,127.089717,37.541408
37516,322014110010209,127.083664,37.545956
37520,322014110011949,127.089433,37.543342
37521,322014110011950,127.088681,37.544617
37526,322014110016506,127.086306,37.543706
37527,322014110016508,127.085161,37.538317
37529,322014110017528,127.084492,37.544881
37530,322014110020520,127.083475,37.539981
37545,322014110071784,127.082825,37.539508
37565,322015110027026,127.085322,37.540689
37578,322015110052987,127.086383,37.538197
37591,322016110001856,127.086867,37.545736
37593,322016110006990,127.083192,37.544744
37595,322016110008367,127.087292,37.538892
37596,322016110008391,127.090947,37.542642
37600,322016110026058,127.086011,37.541847
37602,322016110034974,127.085,37.543817
37603,322016110034975,127.086308,37.543681
37604,322016110040843,127.084481,37.544836
37605,322016110041050,127.085811,37.539611
37606,322016110042830,127.085239,37.541169
37607,322016110043446,127.089433,37.543342
37608,322016110045275,127.084372,37.542236
37609,322016110045277,127.089711,37.541383
37610,322016110046557,127.087289,37.538861
37611,322016110046593,127.0882,37.543242
37632,322016110082058,127.083192,37.544744
37634,322016110085008,127.085161,37.538317
37635,322016110085018,127.090342,37.544053
37643,322017110010562,127.085753,37.538
37644,322017110016642,127.087656,37.546175
37655,322018110031416,127.086011,37.541847
37656,322018110031455,127.083639,37.540433
37662,322018110034859,127.084392,37.542483
37663,322018110034861,127.083192,37.544744
37664,322018110034862,127.083192,37.544744
37665,322018110034863,127.083475,37.539981
37667,322018110040807,127.083683,37.542086
37669,322018110043112,127.082894,37.539472
37681,322018110064144,127.087867,37.54035
37689,322018110066456,127.082886,37.539458
37720,322019110065641,127.088681,37.544617
37779,322022110013838,127.087817,37.541275
37786,322022110025303,127.085003,37.54385
37837,322023110029888,127.089775,37.540281
37839,322023110038345,127.083678,37.541928
37845,322024110026374,127.085161,37.538317
37855,322025110006398,127.0809,37.543339
37938,322014110009742,127.091614,37.549172
37939,322014110009750,127.091672,37.549928
37940,322014110009752,127.091847,37.547642
37941,322014110009753,127.093583,37.548231
37942,322014110009754,127.088067,37.549478
37943,322014110011949,127.089433,37.543342
37944,322014110011950,127.088681,37.544617
37958,322014110066331,127.088331,37.547489
37962,322015110003661,127.086775,37.549808
37968,322015110014483,127.091175,37.544292
37970,322015110021129,127.087075,37.550975
37980,322015110038958,127.091517,37.546783
37986,322015110054000,127.085897,37.548297
37991,322015110064064,127.090272,37.548853
37995,322015110074688,127.0888,37.551583
37998,322016110001856,127.086867,37.545736
38000,322016110008694,127.089911,37.550583
38004,322016110041051,127.091175,37.544292
38005,322016110041184,127.088067,37.549478
38006,322016110042833,127.091672,37.549928
38007,322016110043446,127.089433,37.543342
38008,322016110045265,127.088331,37.547489
38009,322016110046593,127.0882,37.543242
38028,322016110085018,127.090342,37.544053
38037,322017110010563,127.093281,37.547917
38038,322017110010590,127.088872,37.550411
38039,322017110013586,127.085897,37.548297
38040,322017110013588,127.089217,37.547
38041,322017110016642,127.087656,37.546175
38044,322017110039812,127.091847,37.547597
38046,322018110011591,127.088872,37.550392
38047,322018110011656,127.091672,37.549928
38048,322018110012626,127.0888,37.551583
38049,322018110012627,127.0888,37.551583
38050,322018110012629,127.0888,37.551583
38058,322018110040806,127.088331,37.547489
38059,322018110041269,127.091175,37.544292
38065,322018110045609,127.090611,37.548722
38069,322018110052234,127.091517,37.546783
38096,322019110061293,127.092925,37.543442
38100,322019110065641,127.088681,37.544617
38321,322014110005004,127.092311,37.540175
38322,322014110005005,127.095053,37.538133
38324,322014110006649,127.096514,37.536953
38325,322014110009745,127.088778,37.538508
38326,322014110009751,127.091356,37.536914
38327,322014110010206,127.089717,37.541408
38332,322014110016505,127.094022,37.538108
38333,322014110016509,127.09385,37.537331
38334,322014110020519,127.088356,37.5379
38335,322014110021812,127.091294,37.538231
38348,322014110066264,127.095681,37.535714
38374,322015110027059,127.094647,37.535164
38387,322015110052987,127.086383,37.538197
38398,322015110069400,127.094531,37.535453
38399,322015110071433,127.0903,37.536194
38417,322016110008367,127.087292,37.538892
38419,322016110025211,127.092342,37.541328
38424,322016110037077,127.093619,37.539617
38426,322016110041052,127.090469,37.539889
38427,322016110042803,127.095811,37.540786
38428,322016110042825,127.091292,37.538208
38429,322016110043350,127.092758,37.537825
38430,322016110043448,127.093919,37.538133
38431,322016110044430,127.091608,37.542222
38432,322016110045268,127.0903,37.536194
38433,322016110045274,127.092211,37.5341
38434,322016110045277,127.089711,37.541383
38435,322016110046546,127.093903,37.537564
38436,322016110046557,127.087289,37.538861
38437,322016110046564,127.096514,37.536953
38438,322016110046589,127.0914,37.538825
38439,322016110046678,127.095681,37.535714
38440,322016110046679,127.095681,37.535714
38441,322016110052833,127.094531,37.535453
38463,322016110077915,127.088464,37.538317
38464,322016110077916,127.088464,37.538317
38465,322016110077948,127.094647,37.535164
38466,322016110077949,127.094531,37.535453
38467,322016110082063,127.091292,37.538208
38468,322016110082064,127.091294,37.538211
38469,322016110084982,127.088778,37.538508
38470,322016110085016,127.096142,37.536781
38471,322016110085019,127.093539,37.541483
38472,322016110085027,127.092342,37.541328
38498,322017110016641,127.093325,37.540578
38504,322017110028454,127.095681,37.535714
38513,322017110045332,127.093389,37.535344
38525,322017110059604,127.095811,37.540786
38530,322017110061088,127.096197,37.537817
38531,322017110061090,127.096197,37.537817
38536,322017110062409,127.088356,37.5379
38544,322018110010376,127.095097,37.539239
38545,322018110011659,127.096514,37.536953
38552,322018110016848,127.094167,37.534531
38557,322018110020625,127.094669,37.535039
38569,322018110024701,127.095681,37.535714
38570,322018110024702,127.095681,37.535714
38571,322018110024703,127.095681,37.535714
38572,322018110024704,127.095681,37.535714
38573,322018110024705,127.095681,37.535714
38574,322018110024706,127.095681,37.535714
38577,322018110031414,127.093389,37.535344
38581,322018110046750,127.094167,37.534531
38582,322018110046751,127.094167,37.534531
38596,322018110064144,127.087867,37.54035
38603,322018110068568,127.095681,37.535714
38604,322018110069114,127.094167,37.534531
38626,322019110023053,127.095681,37.535714
38627,322019110023054,127.095681,37.535714
38628,322019110023055,127.095681,37.535714
38629,322019110023056,127.095681,37.535714
38630,322019110023057,127.095681,37.535714
38631,322019110023058,127.095681,37.535714
38632,322019110023059,127.095681,37.535714
38633,322019110023060,127.095681,37.535714
38634,322019110023061,127.095681,37.535714
38702,322022110008610,127.091411,37.534222
38744,322022110052741,127.093389,37.535344
38781,322023110029888,127.089775,37.540281
38875,322025110000053,127.094647,37.535164
38907,322025110018494,127.091589,37.538106
39020,322014110006647,127.104169,37.546897
39021,322014110009738,127.101867,37.545464
39022,322014110011886,127.104386,37.543772
39023,322014110011887,127.104367,37.543672
39024,322014110011888,127.104386,37.543772
39025,322014110011889,127.10795,37.545717
39026,322014110011916,127.103308,37.549883
39027,322014110016499,127.100022,37.550153
39040,322014110021845,127.103308,37.549883
39041,322014110037291,127.104386,37.543772
39044,322014110066358,127.102211,37.547953
39063,322015110052986,127.105114,37.548311
39065,322015110067324,127.106031,37.547372
39068,322016110005036,127.1035,37.545181
39074,322016110030980,127.107206,37.549433
39075,322016110040851,127.104825,37.546947
39076,322016110040853,127.104825,37.546947
39077,322016110045272,127.104258,37.54315
39078,322016110046587,127.104258,37.54315
39079,322016110046588,127.101867,37.545383
39087,322016110079198,127.1035,37.545181
39088,322016110079199,127.1035,37.545181
39089,322016110079200,127.1035,37.545181
39090,322016110079201,127.1035,37.545181
39091,322016110079202,127.1035,37.545181
39092,322016110079203,127.1035,37.545181
39093,322016110079204,127.1035,37.545181
39094,322016110079205,127.1035,37.545181
39095,322016110079206,127.1035,37.545181
39096,322016110079207,127.1035,37.545181
39097,322016110079208,127.1035,37.545181
39098,322016110079209,127.1035,37.545181
39099,322016110079210,127.1035,37.545181
39100,322016110079211,127.1035,37.545181
39101,322016110079212,127.1035,37.545181
39105,322017110013582,127.103936,37.547442
39106,322017110013583,127.102214,37.547364
39107,322017110021100,127.104742,37.550072
39108,322017110036582,127.100022,37.550153
39126,322017110045331,127.107206,37.549433
39132,322017110062406,127.10795,37.545717
39138,322018110043236,127.104169,37.546897
39146,322018110064147,127.106031,37.547372
39172,322019110082427,127.108639,37.546814
39347,322014110006650,127.084717,37.536531
39348,322014110009764,127.081408,37.533189
39349,322014110010242,127.080581,37.538058
39353,322014110011891,127.082533,37.531944
39357,322014110016508,127.085161,37.538317
39358,322014110016518,127.078772,37.532081
39359,322014110016520,127.077981,37.534089
39360,322014110016522,127.083703,37.531547
39365,322014110069422,127.085908,37.535467
39386,322015110027540,127.085436,37.533264
39400,322015110052989,127.080894,37.530878
39401,322015110052990,127.083436,37.532914
39413,322015110069399,127.086158,37.537144
39414,322015110070666,127.082831,37.535353
39427,322016110025203,127.080403,37.535108
39428,322016110025205,127.079817,37.533833
39431,322016110040835,127.084808,37.536514
39432,322016110041075,127.084131,37.530894
39433,322016110041316,127.08195,37.532508
39434,322016110041320,127.077189,37.534075
39435,322016110041322,127.079839,37.533833
39436,322016110043430,127.078756,37.537386
39437,322016110046567,127.085353,37.533175
39439,322016110046936,127.078756,37.537447
39456,322016110081597,127.083183,37.536222
39457,322016110081598,127.083183,37.536222
39458,322016110082053,127.083183,37.536222
39459,322016110084754,127.080758,37.530922
39460,322016110084992,127.083372,37.534572
39461,322016110085008,127.085161,37.538317
39462,322016110085009,127.080403,37.535108
39463,322016110085014,127.082533,37.531944
39469,322017110010561,127.081356,37.533664
39470,322017110010562,127.085753,37.538
39471,322017110010588,127.078786,37.532078
39473,322017110021110,127.080622,37.538078
39475,322017110026854,127.085383,37.533178
39476,322017110034676,127.082614,37.536478
39477,322017110039813,127.083417,37.532908
39497,322018110008049,127.084717,37.536531
39501,322018110011597,127.083653,37.537667
39507,322018110028470,127.083703,37.531547
39508,322018110040394,127.080622,37.538303
39511,322018110043283,127.083389,37.531483
39515,322018110045713,127.086158,37.537144
39521,322018110047516,127.079392,37.536272
39540,322018110068494,127.082658,37.533408
39594,322020110069953,127.079694,37.532514
39598,322021110006481,127.084758,37.531175
39602,322021110020822,127.079283,37.536331
39681,322023110019640,127.080264,37.537072
39685,322023110024540,127.081167,37.537314
39694,322024110026371,127.083653,37.537667
39697,322024110026374,127.085161,37.538317
39700,322024110026377,127.082614,37.536478
39704,322024110028787,127.084717,37.536531
39707,322025110000056,127.086158,37.537144
40091,322014110009762,127.070897,37.531503
40092,322014110009878,127.074344,37.536306
40093,322014110010239,127.070622,37.536178
40094,322014110010243,127.070433,37.533219
40096,322014110010929,127.074958,37.531517
40102,322014110016516,127.068422,37.535964
40103,322014110016517,127.070081,37.534989
40104,322014110016519,127.075933,37.533308
40105,322014110016520,127.077981,37.534089
40106,322014110016523,127.072261,37.533775
40107,322014110022196,127.074958,37.529714
40129,322014110072096,127.072944,37.536997
40142,322015110032144,127.072944,37.536997
40143,322015110032147,127.072539,37.537806
40149,322015110053005,127.072947,37.529439
40150,322015110054004,127.076,37.537003
40153,322015110058003,127.070517,37.537383
40182,322016110004427,127.074006,37.533456
40183,322016110008384,127.070111,37.531883
40184,322016110008933,127.075383,37.535511
40186,322016110010949,127.076636,37.535764
40190,322016110041320,127.077189,37.534075
40191,322016110041323,127.075764,37.535072
40192,322016110042768,127.073131,37.533792
40193,322016110044433,127.075933,37.533308
40194,322016110046556,127.070644,37.536161
40195,322016110046590,127.0701,37.531883
40196,322016110046594,127.071447,37.533722
40197,322016110046935,127.073797,37.533058
40198,322016110047441,127.070025,37.535056
40199,322016110047462,127.0724,37.532636
40200,322016110057386,127.071847,37.534133
40222,322016110078038,127.072944,37.536997
40223,322016110078039,127.072944,37.536997
40224,322016110078040,127.072944,37.536997
40225,322016110078041,127.072944,37.536997
40226,322016110078042,127.072944,37.536997
40227,322016110081611,127.068308,37.535772
40228,322016110081612,127.068308,37.535772
40229,322016110081648,127.074961,37.531483
40230,322016110081649,127.074925,37.531525
40231,322016110082062,127.0684,37.535808
40232,322016110082067,127.074925,37.531525
40234,322016110086352,127.074242,37.5326
40258,322017110040314,127.074747,37.529719
40259,322017110040315,127.072681,37.530886
40260,322017110045323,127.0737,37.530858
40269,322018110005457,127.074958,37.529714
40271,322018110047704,127.076933,37.532036
40299,322019110038615,127.076933,37.532036
40327,322021110006480,127.067528,37.533764
40371,322023110022819,127.067531,37.533756
40994,322014110005188,127.008497,37.573506
40995,322014110005189,127.007572,37.573192
40996,322014110005190,127.006553,37.570581
40997,322014110005195,127.009583,37.572678
40998,322014110005197,127.007528,37.574725
40999,322014110005501,127.010047,37.57005
41000,322014110005704,127.005503,37.575472
41001,322014110006747,127.008333,37.571361
41002,322014110007299,127.00705,37.569314
41007,322014110030382,127.000042,37.570875
41015,322014110032487,127.009533,37.570406
41058,322014110066019,127.000581,37.573639
41059,322014110069412,127.007311,37.570694
41060,322014110069413,127.007311,37.570694
41061,322014110069414,127.007311,37.570694
41079,322015110003455,127.008761,37.568878
41081,322015110003654,127.001597,37.572917
41082,322015110005849,127.008944,37.570447
41083,322015110005850,127.008944,37.570447
41095,322015110023604,127.005472,37.567714
41096,322015110028316,127.008944,37.570447
41097,322015110033559,127.006897,37.568672
41109,322015110058153,127.003028,37.575864
41110,322015110058155,127.009442,37.573975
41124,322016110008932,127.008028,37.569422
41153,322016110026122,127.003753,37.575222
41154,322016110026938,127.007722,37.568589
41157,322016110030938,127.008728,37.568769
41159,322016110035519,127.006897,37.5686
41160,322016110037385,127.005169,37.569928
41161,322016110037735,127.002647,37.570478
41162,322016110037770,127.000386,37.573014
41163,322016110037774,127.004444,37.573347
41164,322016110037775,127.005967,37.573764
41165,322016110037776,127.002189,37.572794
41166,322016110037825,127.004939,37.572575
41167,322016110037826,126.999433,37.572331
41168,322016110037834,127.000333,37.571797
41169,322016110037835,127.001492,37.569842
41171,322016110043033,127.006897,37.568672
41172,322016110043038,127.007994,37.569456
41173,322016110043978,127.007572,37.573192
41174,322016110043983,127.008497,37.573506
41175,322016110043988,127.004881,37.571303
41176,322016110043994,127.004378,37.573336
41177,322016110043995,127.005967,37.573764
41178,322016110043996,127.003742,37.575186
41179,322016110043999,127.004214,37.572947
41180,322016110044000,127.002189,37.572794
41181,322016110044311,127.006461,37.57065
41182,322016110044999,127.007881,37.571322
41192,322016110047130,127.009439,37.573992
41193,322016110047131,127.005967,37.573764
41200,322016110049077,127.002986,37.575858
41209,322016110050312,127.002986,37.575858
41210,322016110051136,127.005503,37.575481
41213,322016110054224,127.000042,37.570656
41214,322016110054240,127.000386,37.573014
41215,322016110057388,127.006808,37.571986
41234,322016110078012,127.008728,37.568769
41235,322016110078013,127.008728,37.568769
41236,322016110078014,127.008728,37.568769
41237,322016110078015,127.008728,37.568769
41238,322016110078016,127.008728,37.568769
41239,322016110078017,127.008728,37.568769
41240,322016110078433,127.000042,37.570686
41244,322016110080390,127.009283,37.570522
41245,322016110080391,127.009283,37.570522
41246,322016110080392,127.009283,37.570522
41247,322016110080393,127.009283,37.570522
41248,322016110080394,127.009283,37.570522
41249,322016110080395,127.009283,37.570522
41250,322016110080396,127.009283,37.570522
41251,322016110080397,127.009283,37.570522
41252,322016110080398,127.009283,37.570522
41253,322016110080399,127.009283,37.570522
41254,322016110080400,127.009283,37.570522
41255,322016110080401,127.009283,37.570522
41256,322016110080402,127.009283,37.570522
41257,322016110080403,127.009283,37.570522
41258,322016110081843,127.005169,37.569928
41259,322016110081844,127.005169,37.569928
41272,322016110085434,127.001928,37.571117
41273,322016110085435,127.001928,37.571117
41274,322016110085436,127.001928,37.571117
41275,322016110085437,127.001928,37.571117
41276,322016110085438,127.001928,37.571117
41277,322016110085439,127.001928,37.571117
41278,322016110085440,127.001928,37.571117
41279,322016110085441,127.001928,37.571117
41280,322016110085442,127.001928,37.571117
41281,322016110085443,127.001928,37.571117
41282,322016110088280,127.007722,37.568589
41283,322016110088281,127.007722,37.568589
41284,322016110088282,127.007722,37.568589
41285,322016110088283,127.007722,37.568589
41286,322016110088284,127.007722,37.568589
41287,322016110088285,127.007722,37.568589
41288,322016110088286,127.007722,37.568589
41289,322016110088287,127.007722,37.568589
41290,322016110088288,127.007722,37.568589
41291,322016110088289,127.007722,37.568589
41292,322016110088290,127.007722,37.568589
41293,322016110088291,127.007722,37.568589
41294,322016110088292,127.007722,37.568589
41295,322016110088293,127.007722,37.568589
41296,322016110088294,127.007722,37.568589
41297,322016110088295,127.007722,37.568589
41304,322017110009219,127.0063,37.575958
41305,322017110011227,127.007528,37.574725
41307,322017110027735,127.009606,37.572678
41310,322017110033784,127.001756,37.571322
41311,322017110034229,127.001514,37.569817
41324,322017110039166,127.0004,37.571853
41341,322017110063248,127.001756,37.571289
41343,322018110015266,127.004322,37.574317
41345,322018110019957,127.008008,37.569419
41346,322018110019958,127.008008,37.569419
41347,322018110019959,127.008008,37.569419
41352,322018110023642,127.006897,37.5686
41353,322018110027700,127.008761,37.568878
41354,322018110027701,127.008761,37.568878
41355,322018110027702,127.008761,37.568878
41356,322018110027703,127.008761,37.568878
41361,322018110035150,127.010339,37.570928
41367,322018110045869,127.005169,37.569928
41374,322018110047039,126.999433,37.572331
41375,322018110047381,127.007817,37.575881
41381,322018110050544,127.000386,37.573014
41382,322018110050550,127.002986,37.575858
41454,322019110079666,127.009533,37.570406
41459,322019110088096,127.009533,37.570406
41521,322021110027352,127.007311,37.570694
41533,322021110037129,127.007311,37.570694
41534,322021110037130,127.007311,37.570694
41535,322021110037131,127.008078,37.570808
41536,322021110037714,127.002617,37.570475
41546,322021110045377,127.005744,37.571808
41571,322022110006434,127.008761,37.568878
41605,322022110044352,127.007311,37.570694
41641,322023110020572,127.004881,37.571303
41652,322023110036134,127.000581,37.573639
41657,322023110042956,127.006189,37.569153
41662,322023110044768,127.006897,37.5686
41683,322024110033351,127.003761,37.571278
41813,322014110005015,127.054867,37.593944
41814,322014110005019,127.054644,37.591214
41815,322014110006675,127.054303,37.593011
41816,322014110006676,127.052981,37.589181
41817,322014110008402,127.060608,37.592297
41818,322014110009929,127.051147,37.590797
41819,322014110009930,127.049936,37.591786
41820,322014110009931,127.051542,37.590161
41821,322014110009932,127.058756,37.587414
41822,322014110009934,127.058592,37.590361
41823,322014110009935,127.058814,37.591522
41824,322014110009941,127.056786,37.587061
41825,322014110009942,127.05545,37.588119
