,허가번호,경도,위도
100543,322016110042788,126.837286,37.542814
100544,322016110044961,126.834889,37.544872
100545,322016110044971,126.839864,37.542867
100546,322016110046488,126.837358,37.541083
100577,322016110086220,126.839956,37.541208
100578,322016110086221,126.839956,37.541208
100579,322016110086222,126.839956,37.541208
100592,322017110013974,126.842592,37.542503
100594,322017110017399,126.838972,37.539758
100595,322017110017400,126.838972,37.539758
100599,322017110026835,126.84185,37.540025
100600,322017110039012,126.840203,37.544364
100608,322017110041954,126.83645,37.538994
100610,322017110050168,126.840203,37.544364
100611,322017110053842,126.838819,37.541675
100614,322018110033749,126.841906,37.541058
100616,322018110038066,126.839633,37.543117
100626,322018110066172,126.842586,37.542522
101240,322014110005975,126.849264,37.547536
101241,322014110010056,126.848144,37.548983
101246,322014110016279,126.851411,37.553664
101247,322014110016280,126.850808,37.551908
101248,322014110016369,126.852439,37.550747
101249,322014110016370,126.851969,37.547444
101250,322014110016371,126.845967,37.550017
101251,322014110016373,126.845483,37.552422
101252,322014110016374,126.846778,37.551772
101253,322014110024009,126.854136,37.548672
101254,322014110024543,126.854408,37.552189
101255,322014110024582,126.847531,37.553131
101272,322015110021319,126.852856,37.554669
101277,322015110026736,126.850561,37.549358
101284,322015110054055,126.853739,37.554581
101290,322015110059642,126.8496,37.554403
101304,322016110034142,126.850267,37.548436
101305,322016110036191,126.8493,37.547472
101306,322016110041299,126.851969,37.547444
101307,322016110041300,126.845442,37.552372
101308,322016110041349,126.8496,37.554403
101309,322016110042419,126.847547,37.553142
101310,322016110044951,126.854136,37.548672
101311,322016110044978,126.846778,37.551772
101312,322016110044979,126.852439,37.550747
101313,322016110048722,126.853794,37.552392
101329,322016110086515,126.845969,37.550028
101338,322017110017393,126.85525,37.552036
101350,322017110036295,126.851411,37.553664
101351,322017110036296,126.851411,37.553664
101352,322017110041948,126.850828,37.551925
101353,322017110041951,126.850778,37.554686
101354,322017110041964,126.847203,37.548289
101356,322017110045685,126.848703,37.550178
101366,322018110053640,126.848761,37.550272
101374,322018110061713,126.854386,37.552208
101488,322022110016792,126.849689,37.552269
101569,322024110030236,126.848472,37.548897
101574,322025110004906,126.848575,37.548844
101688,322014110008489,126.847836,37.534392
101689,322014110010055,126.844619,37.529478
101690,322014110011145,126.849242,37.53055
101699,322014110016284,126.846661,37.532489
101700,322014110016349,126.848589,37.536961
101701,322014110016365,126.852647,37.530858
101702,322014110016366,126.849353,37.528561
101703,322014110016367,126.847186,37.53035
101704,322014110020888,126.844447,37.532631
101705,322014110023893,126.849978,37.534189
101706,322014110023894,126.844817,37.535778
101707,322014110051549,126.846597,37.531947
101718,322014110065725,126.846203,37.536097
101719,322014110067162,126.844667,37.530172
101739,322015110054059,126.849944,37.532017
101787,322015110076196,126.846597,37.531947
101791,322016110003564,126.84985,37.535892
101805,322016110034140,126.849783,37.535881
101806,322016110034158,126.846203,37.536097
101807,322016110034764,126.847186,37.53035
101808,322016110041251,126.849353,37.528561
101809,322016110041258,126.846678,37.532481
101810,322016110041259,126.846678,37.532481
101811,322016110041263,126.849978,37.534189
101812,322016110041269,126.852642,37.530828
101813,322016110041302,126.844608,37.529514
101814,322016110042423,126.848589,37.536961
101815,322016110042425,126.844447,37.532631
101816,322016110044966,126.845275,37.536169
101837,322016110086382,126.844206,37.532658
101838,322016110086418,126.849347,37.530547
101839,322016110086419,126.849347,37.530547
101840,322016110086420,126.849347,37.530547
101855,322017110026836,126.844586,37.530208
101863,322017110043962,126.844586,37.530172
101865,322018110013725,126.844208,37.531881
101871,322018110029052,126.847186,37.53035
101876,322018110034386,126.849242,37.53055
101883,322018110068899,126.851719,37.535025
101884,322018110068902,126.846672,37.529306
101894,322019110023359,126.846597,37.531947
101920,322019110082999,126.853419,37.534069
101928,322019110093495,126.846597,37.531947
101968,322021110002464,126.852058,37.535039
101991,322021110050353,126.851439,37.53195
102023,322023110026106,126.844175,37.534158
102127,322014110016107,126.843297,37.567578
102128,322014110016246,126.841086,37.566314
102129,322014110017194,126.842264,37.571264
102130,322014110017508,126.84175,37.569492
102131,322014110022832,126.848656,37.569378
102132,322014110024575,126.846525,37.571017
102133,322014110024752,126.840797,37.568753
102147,322014110067396,126.841467,37.567175
102156,322015110016375,126.846889,37.566561
102157,322015110020693,126.848194,37.566292
102158,322015110020694,126.844125,37.565983
102189,322015110059646,126.846889,37.566561
102205,322015110079097,126.844125,37.565983
102207,322016110003542,126.841092,37.568783
102209,322016110008654,126.841139,37.570225
102218,322016110028384,126.843447,37.570311
102220,322016110034129,126.841417,37.570553
102222,322016110041355,126.843689,37.56625
102223,322016110042418,126.843447,37.570319
102224,322016110045460,126.848656,37.569378
102226,322016110046776,126.850119,37.569942
102228,322016110048652,126.847086,37.570589
102252,322017110011769,126.840342,37.568253
102253,322017110011770,126.840342,37.568253
102269,322017110025424,126.841092,37.568783
102270,322017110041952,126.841467,37.567175
102271,322017110041977,126.841086,37.566314
102272,322017110041989,126.844136,37.566028
102273,322017110041991,126.841092,37.568783
102277,322017110058655,126.842264,37.571264
102290,322018110031241,126.846889,37.566561
102296,322018110062964,126.839328,37.568631
102297,322018110062965,126.839328,37.568631
102298,322018110062966,126.839328,37.568631
102299,322018110062967,126.839328,37.568631
102329,322019110083001,126.84455,37.572872
102351,322020110031907,126.842019,37.572494
102374,322022110000692,126.845894,37.571533
102419,322024110000571,126.84175,37.569492
102436,322025110010658,126.840797,37.568753
102522,322014110016109,126.853506,37.564614
102524,322014110017681,126.852189,37.563019
102525,322014110017722,126.851597,37.565903
102526,322014110019264,126.854817,37.566514
102528,322014110022832,126.848656,37.569378
102541,322014110067478,126.849947,37.564256
102543,322014110074421,126.8522,37.568683
102550,322015110012815,126.849797,37.566633
102551,322015110012816,126.849086,37.566497
102552,322015110016375,126.846889,37.566561
102553,322015110020693,126.848194,37.566292
102577,322015110059646,126.846889,37.566561
102587,322016110034124,126.853506,37.564614
102588,322016110041284,126.849947,37.564256
102589,322016110044981,126.852206,37.563036
102590,322016110045460,126.848656,37.569378
102592,322016110046768,126.855397,37.565228
102593,322016110046770,126.851836,37.565103
102594,322016110046776,126.850119,37.569942
102601,322016110086378,126.852217,37.563047
102602,322016110086379,126.852217,37.563047
102608,322017110022960,126.848686,37.566019
102615,322018110024468,126.849947,37.564256
102616,322018110024469,126.849947,37.564256
102620,322018110029078,126.853939,37.566228
102621,322018110031241,126.846889,37.566561
102626,322018110053637,126.853506,37.564614
102633,322018110068470,126.854714,37.567086
103407,322014110008495,126.813556,37.561336
103408,322014110010825,126.812081,37.560936
103409,322014110016114,126.808817,37.561839
103410,322014110016115,126.808778,37.56075
103411,322014110016116,126.812414,37.557794
103412,322014110016225,126.811831,37.556867
103413,322014110016227,126.814111,37.556022
103415,322014110019267,126.808458,37.556744
103417,322014110051544,126.811042,37.561464
103423,322015110000336,126.808458,37.556744
103424,322015110005962,126.814308,37.557497
103425,322015110005966,126.810558,37.559136
103436,322015110036239,126.808458,37.556744
103451,322015110073739,126.80805,37.561056
103457,322016110034136,126.810558,37.559217
103458,322016110034138,126.809114,37.56095
103459,322016110034144,126.814308,37.557497
103460,322016110036895,126.814103,37.556028
103465,322016110041297,126.813419,37.561353
103466,322016110041353,126.811461,37.557847
103467,322016110044769,126.808458,37.556744
103468,322016110044770,126.8067,37.555556
103469,322016110044772,126.8067,37.555556
103470,322016110045459,126.80805,37.561056
103471,322016110045463,126.812414,37.557794
103481,322016110084790,126.808458,37.556744
103482,322016110086428,126.8077,37.562253
103483,322016110086429,126.8077,37.562253
103484,322016110086430,126.8077,37.562253
103492,322017110017855,126.8123,37.558514
103503,322017110041990,126.812081,37.560936
103504,322017110045955,126.806703,37.555525
103516,322018110001196,126.80855,37.558728
103523,322018110006494,126.80855,37.558728
103528,322018110029030,126.806703,37.555525
103529,322018110029031,126.806703,37.555525
103530,322018110029032,126.806703,37.555525
103531,322018110029033,126.806703,37.555525
103537,322018110053653,126.809114,37.56095
103550,322018110061703,126.812081,37.560936
103582,322020110011221,126.813272,37.561506
103650,322023110031990,126.813731,37.558906
103653,322023110033328,126.808458,37.556744
103751,322014110015740,127.075908,37.590244
103752,322014110016124,127.076972,37.589244
103762,322014110019518,127.075194,37.587517
103763,322014110019533,127.082647,37.589044
103764,322014110019535,127.080364,37.59065
103765,322014110019537,127.079686,37.588608
103766,322014110020690,127.078672,37.592214
103767,322014110020692,127.080908,37.593403
103768,322014110023886,127.082239,37.591033
103769,322014110025103,127.080206,37.587017
103778,322014110051562,127.083011,37.587103
103781,322014110066429,127.080489,37.593397
103814,322015110070667,127.078383,37.587767
103817,322015110079177,127.077992,37.5929
103822,322016110025216,127.077208,37.591336
103823,322016110026061,127.078386,37.589497
103827,322016110046814,127.082844,37.59115
103828,322016110047207,127.083736,37.590275
103829,322016110047208,127.076511,37.593736
103830,322016110047273,127.077083,37.585786
103831,322016110047285,127.076653,37.588014
103832,322016110047328,127.082647,37.589044
103833,322016110047339,127.07515,37.590961
103834,322016110048877,127.083017,37.587072
103836,322016110050731,127.077122,37.591306
103837,322016110056120,127.075783,37.586478
103839,322016110058908,127.082531,37.592306
103857,322016110085161,127.084236,37.591525
103858,322016110086446,127.079686,37.588578
103859,322016110086447,127.079686,37.588578
103869,322017110013599,127.0768,37.590397
103870,322017110016636,127.084181,37.589733
103873,322017110032325,127.076972,37.589244
103874,322017110032328,127.078386,37.589497
103875,322017110034228,127.078108,37.590883
103877,322017110045350,127.078319,37.592986
103880,322018110014751,127.080186,37.587
103885,322018110045875,127.080475,37.593442
103890,322018110052007,127.080378,37.590658
103894,322018110068495,127.081975,37.591939
103936,322020110010893,127.078439,37.587333
103992,322022110036034,127.082472,37.59235
104017,322023110038336,127.084047,37.591436
104022,322025110022552,127.081542,37.589758
104112,322014110014804,126.964081,37.56735
104113,322014110014805,126.960892,37.566961
104114,322014110014816,126.955639,37.564689
104115,322014110014824,126.958439,37.567517
104116,322014110014827,126.959681,37.565408
104117,322014110014828,126.959189,37.564172
104118,322014110015181,126.960992,37.565647
104119,322014110017586,126.956869,37.571375
104120,322014110023790,126.956603,37.565408
104121,322014110025132,126.96105,37.569511
104143,322015110032331,126.956817,37.569492
104146,322015110053048,126.961328,37.568225
104147,322015110053049,126.961989,37.564592
104150,322015110056115,126.958456,37.567644
104153,322015110071666,126.9582,37.570883
104154,322016110011220,126.96135,37.570703
104157,322016110034584,126.958458,37.568778
104158,322016110034585,126.958181,37.568567
104159,322016110034830,126.960944,37.565703
104160,322016110035835,126.964028,37.567278
104161,322016110035838,126.962219,37.565225
104162,322016110041037,126.958928,37.565717
104163,322016110041208,126.9553,37.564464
104164,322016110044998,126.961653,37.565292
104165,322016110045309,126.959233,37.564181
104166,322016110047994,126.961339,37.568225
104167,322016110047995,126.956044,37.571372
104169,322016110059944,126.958228,37.571978
104178,322016110077271,126.96105,37.569511
104180,322016110081965,126.960953,37.566964
104196,322017110045073,126.96135,37.570703
104197,322017110045088,126.96135,37.570703
104203,322018110019151,126.956592,37.5654
104205,322018110040403,126.962208,37.565189
104288,322021110000121,126.9585,37.569836
104319,322024110012552,126.962956,37.569258
104321,322024110014024,126.962956,37.569258
104398,322014110008462,126.917808,37.585839
104399,322014110008466,126.916014,37.584011
104404,322014110015341,126.915881,37.580458
104405,322014110015357,126.913,37.581739
104406,322014110019321,126.9123,37.580058
104407,322014110019324,126.911681,37.584528
104408,322014110019479,126.914247,37.587806
104409,322014110019483,126.910064,37.585831
104412,322014110020684,126.916303,37.586544
104413,322014110022255,126.911003,37.582117
104416,322014110025133,126.912331,37.585031
104420,322014110045557,126.910042,37.584189
104427,322014110066877,126.912708,37.588567
104428,322014110069044,126.916014,37.584011
104446,322015110053045,126.912389,37.583219
104451,322015110058147,126.911253,37.588156
104456,322015110068660,126.911922,37.581081
104457,322015110071672,126.908578,37.583753
104460,322015110077820,126.909436,37.5824
104466,322016110008915,126.918792,37.584606
104470,322016110025791,126.911889,37.586422
104471,322016110027062,126.916333,37.58305
104473,322016110034734,126.916333,37.58305
104474,322016110034812,126.913,37.581739
104475,322016110041653,126.914247,37.587806
104476,322016110041661,126.9123,37.580058
104477,322016110043616,126.912506,37.588536
104478,322016110044136,126.911894,37.586389
104479,322016110044139,126.912194,37.585028
104480,322016110045781,126.916575,37.586575
104481,322016110045782,126.911917,37.581094
104482,322016110045787,126.912897,37.584189
104483,322016110045788,126.909436,37.582378
104484,322016110045796,126.915872,37.580458
104485,322016110048000,126.915967,37.583747
104486,322016110048780,126.917817,37.585808
104490,322016110072673,126.912708,37.588567
104496,322016110084475,126.911161,37.583561
104497,322016110084476,126.911161,37.583561
104516,322018110011628,126.919331,37.583486
104517,322018110015685,126.915031,37.584658
104521,322018110019155,126.914592,37.585719
104522,322018110037529,126.915089,37.584761
104528,322018110050545,126.915889,37.580472
104536,322018110052534,126.912206,37.585039
104597,322020110039719,126.914689,37.585764
104744,322014110010303,126.92255,37.512986
104745,322014110010305,126.919875,37.514153
104746,322014110015469,126.922214,37.508767
104747,322014110016322,126.924958,37.5098
104748,322014110016325,126.924519,37.508742
104749,322014110022822,126.917567,37.511058
104750,322014110022823,126.926289,37.513317
104751,322014110023261,126.920142,37.508144
104752,322014110023602,126.919883,37.512439
104753,322014110023899,126.91865,37.510456
104754,322014110024556,126.921747,37.511375
104755,322014110042669,126.921889,37.514161
104783,322015110015576,126.919511,37.515058
104785,322015110022108,126.92065,37.5106
104789,322015110033504,126.926222,37.5124
104795,322015110041463,126.919581,37.510961
104804,322015110079098,126.923664,37.512636
104807,322016110007483,126.924342,37.514942
104817,322016110028387,126.917814,37.513394
104819,322016110031056,126.918828,37.512197
104821,322016110034000,126.918628,37.510456
104822,322016110034016,126.919875,37.514153
104823,322016110034023,126.92365,37.5095
104824,322016110034574,126.917567,37.511058
104829,322016110041377,126.921703,37.512142
104830,322016110046703,126.922728,37.506817
104831,322016110048456,126.920022,37.507739
104847,322016110072701,126.922858,37.508114
104849,322016110076545,126.925147,37.510236
104850,322016110076575,126.924958,37.5098
104851,322016110076745,126.926222,37.5124
104852,322016110077854,126.926289,37.513317
104853,322016110077855,126.926289,37.513317
104862,322016110085919,126.922439,37.513003
104863,322016110085920,126.922439,37.513003
104864,322016110085921,126.922439,37.513003
104870,322017110020223,126.920839,37.509278
104871,322017110020403,126.926247,37.512408
104873,322017110021810,126.922214,37.508767
104874,322017110027072,126.920839,37.509278
104875,322017110027077,126.919581,37.510961
104876,322017110034515,126.919478,37.507125
104877,322017110037141,126.919714,37.512194
104883,322017110038806,126.921678,37.515239
104884,322017110038831,126.924083,37.513397
104889,322017110045651,126.916483,37.511725
104895,322017110061147,126.924086,37.513153
104901,322018110026081,126.919875,37.514153
104902,322018110026082,126.919581,37.510961
104916,322018110060910,126.918275,37.508172
104917,322018110060911,126.918275,37.508172
104919,322018110066310,126.924083,37.513397
104931,322019110002954,126.922214,37.508767
105016,322020110065884,126.923731,37.512678
105026,322021110013132,126.92435,37.514614
105066,322022110011233,126.925717,37.512925
105067,322022110011234,126.925717,37.512925
105106,322023110010853,126.924083,37.513397
105109,322023110014959,126.925808,37.513692
105112,322023110028679,126.926289,37.513317
105122,322024110027280,126.925717,37.512925
105125,322025110018293,126.924342,37.514942
105130,322025110019870,126.922067,37.511108
105225,322014110014812,126.95615,37.561189
105226,322014110014816,126.955639,37.564689
105227,322014110014817,126.956356,37.56275
105228,322014110014824,126.958439,37.567517
105229,322014110014827,126.959681,37.565408
105230,322014110014828,126.959189,37.564172
105231,322014110015825,126.952239,37.564903
105232,322014110023277,126.9503,37.564281
105233,322014110023787,126.9503,37.564281
105234,322014110023790,126.956603,37.565408
105235,322014110023972,126.9503,37.564281
105263,322015110015036,126.950275,37.564453
105270,322015110056115,126.958456,37.567644
105272,322015110058311,126.954089,37.561269
105288,322016110034583,126.9503,37.564453
105289,322016110034827,126.952239,37.564892
105290,322016110035847,126.9503,37.564453
105296,322016110041037,126.958928,37.565717
105297,322016110041208,126.9553,37.564464
105298,322016110041211,126.951969,37.563769
105299,322016110041233,126.956503,37.5613
105300,322016110045309,126.959233,37.564181
105308,322016110067943,126.952564,37.5611
105309,322016110067952,126.957781,37.561761
105317,322016110086122,126.954003,37.560956
105325,322017110016138,126.9503,37.564453
105327,322017110023644,126.9503,37.564281
105328,322017110023646,126.954786,37.563464
105329,322017110023647,126.954786,37.563464
105331,322017110025669,126.956358,37.562714
105333,322017110028854,126.9503,37.564281
105338,322017110062838,126.958081,37.561711
105340,322018110019151,126.956592,37.5654
105342,322018110036575,126.9503,37.564281
105347,322018110037902,126.9503,37.564281
105348,322018110037903,126.9503,37.564281
105349,322018110050624,126.954783,37.563492
105350,322018110052214,126.953697,37.564283
105361,322019110015166,126.954783,37.563492
105466,322020110067460,126.958125,37.561542
105502,322022110001253,126.9503,37.564281
105552,322023110036141,126.9503,37.564453
105555,322023110038180,126.9503,37.564453
105556,322023110038181,126.9503,37.564453
105560,322023110040578,126.9503,37.564281
105689,322014110014812,126.95615,37.561189
105690,322014110014813,126.958661,37.5615
105691,322014110014815,126.957403,37.559875
105692,322014110014817,126.956356,37.56275
105693,322014110015180,126.955603,37.555628
105694,322014110019333,126.961692,37.560822
105695,322014110021820,126.957908,37.555239
105696,322014110023979,126.9557,37.557122
105697,322014110024651,126.956014,37.55735
105704,322014110069026,126.961689,37.558553
105724,322015110019350,126.960864,37.559311
105728,322015110033450,126.962289,37.560161
105730,322015110033714,126.959983,37.558775
105732,322015110057625,126.952942,37.557664
105733,322015110058311,126.954089,37.561269
105784,322015110083304,126.957944,37.557592
105785,322015110083947,126.9528,37.559681
105786,322015110083948,126.9528,37.559681
105787,322015110083949,126.9528,37.559681
105788,322015110083950,126.9528,37.559681
105789,322015110083951,126.9528,37.559681
105790,322015110083952,126.9528,37.559681
105808,322016110035574,126.955528,37.555614
105809,322016110041022,126.961692,37.560822
105810,322016110041209,126.957469,37.559817
105811,322016110041233,126.956503,37.5613
105812,322016110041620,126.957886,37.555211
105813,322016110044571,126.960789,37.5574
105820,322016110067943,126.952564,37.5611
105821,322016110067952,126.957781,37.561761
105848,322016110078745,126.9558,37.557086
105849,322016110078746,126.9558,37.557086
105850,322016110078747,126.9558,37.557086
105851,322016110078748,126.9558,37.557086
105852,322016110078749,126.9558,37.557086
105853,322016110078750,126.9558,37.557086
105854,322016110078751,126.9558,37.557086
105855,322016110078752,126.9558,37.557086
105856,322016110081122,126.956108,37.557322
105860,322016110084472,126.959972,37.558728
105861,322016110084473,126.959967,37.558753
105862,322016110084474,126.959972,37.558728
105863,322016110084969,126.955703,37.557081
105864,322016110084970,126.955703,37.557081
105865,322016110086117,126.952406,37.560381
105866,322016110086118,126.951489,37.560406
105867,322016110086119,126.9528,37.559681
105868,322016110086122,126.954003,37.560956
105876,322017110004028,126.9557,37.557122
105885,322017110007763,126.953517,37.558661
105886,322017110007764,126.953517,37.558661
105887,322017110007765,126.956144,37.560081
105888,322017110007766,126.956144,37.560081
105901,322017110013040,126.95595,37.558536
105902,322017110013041,126.95595,37.558536
105905,322017110023646,126.954786,37.563464
105906,322017110023647,126.954786,37.563464
105907,322017110025669,126.956358,37.562714
105910,322017110037405,126.961122,37.561942
105925,322017110062838,126.958081,37.561711
105927,322018110007738,126.956014,37.55735
105936,322018110050624,126.954783,37.563492
105946,322018110066458,126.959989,37.558767
105956,322019110015166,126.954783,37.563492
106020,322020110067460,126.958125,37.561542
106084,322023110036095,126.957525,37.557569
107339,322014110009954,126.943397,37.543422
107340,322014110009955,126.942372,37.543856
107341,322014110010250,126.93865,37.544542
107345,322014110014919,126.945786,37.545892
107346,322014110015797,126.940575,37.539767
107347,322014110015803,126.939758,37.541464
107348,322014110020935,126.937328,37.543106
107349,322014110022235,126.940881,37.544472
107350,322014110022237,126.944972,37.538419
107351,322014110022250,126.944681,37.540678
107352,322014110023779,126.946531,37.542722
107367,322014110049039,126.940672,37.540947
107370,322014110051278,126.945908,37.539572
107382,322014110067115,126.942672,37.540244
107383,322014110068962,126.947539,37.540244
107384,322014110069351,126.944308,37.539025
107394,322015110000978,126.944383,37.542442
107395,322015110000981,126.942206,37.541197
107426,322015110032323,126.942189,37.546347
107434,322015110054277,126.944553,37.544958
107438,322015110064065,126.947539,37.540244
107447,322015110070536,126.9403,37.54245
107456,322015110076636,126.946169,37.543358
107476,322016110030732,126.939797,37.545778
107477,322016110033832,126.937592,37.542678
107478,322016110034782,126.940672,37.540947
107479,322016110034792,126.939758,37.541464
107480,322016110035428,126.947539,37.540244
107481,322016110035469,126.945786,37.545825
107482,322016110035499,126.942206,37.541197
107483,322016110035575,126.946169,37.543358
107484,322016110035591,126.943722,37.543442
107485,322016110035594,126.946278,37.541261
107486,322016110035595,126.9403,37.54245
107487,322016110041127,126.93865,37.544542
107488,322016110042622,126.943967,37.538608
107489,322016110046745,126.944681,37.540678
107490,322016110047444,126.942431,37.544558
107491,322016110047454,126.944739,37.545131
107492,322016110048105,126.944622,37.542317
107494,322016110058477,126.941167,37.544306
107501,322016110076372,126.947539,37.540244
107503,322016110078056,126.943967,37.538608
107504,322016110079052,126.948067,37.541322
107505,322016110079053,126.948067,37.541322
107506,322016110079054,126.948067,37.541322
107507,322016110079055,126.948067,37.541322
107508,322016110079056,126.948067,37.541322
107509,322016110079057,126.948067,37.541322
107510,322016110079058,126.948067,37.541322
107511,322016110079059,126.948067,37.541322
107512,322016110079060,126.948067,37.541322
107513,322016110079061,126.948067,37.541322
107514,322016110079062,126.948067,37.541322
107538,322017110004513,126.948067,37.541322
107539,322017110010343,126.939775,37.545778
107543,322017110013303,126.942133,37.546325
107551,322017110023650,126.941658,37.540778
107564,322017110051701,126.940575,37.539731
107565,322017110051702,126.940619,37.539831
107571,322018110008299,126.948067,37.541322
107572,322018110013771,126.947539,37.540244
107574,322018110037911,126.947464,37.543992
107575,322018110037912,126.947464,37.543992
107576,322018110037913,126.947464,37.543992
107581,322018110043729,126.947667,37.540336
107587,322018110061030,126.943483,37.538883
107588,322018110061031,126.943503,37.538892
107597,322018110068889,126.938625,37.543608
107604,322019110012566,126.946278,37.541286
107677,322021110024537,126.946689,37.542697
107679,322021110027351,126.948286,37.541836
107745,322023110027359,126.947803,37.542247
107774,322024110014378,126.944208,37.5397
107908,322014110011912,126.944122,37.551367
107909,322014110014914,126.938878,37.548456
107910,322014110014919,126.945786,37.545892
107911,322014110017662,126.943,37.551467
107912,322014110019310,126.947811,37.549778
107919,322014110020468,126.941092,37.547936
107920,322014110020957,126.943103,37.552022
107922,322014110023978,126.943006,37.547133
107926,322014110045153,126.941503,37.547714
107927,322014110048982,126.943183,37.549775
107928,322014110048983,126.941953,37.548717
107937,322014110072065,126.945589,37.549986
107938,322014110072081,126.943033,37.551494
107939,322014110072082,126.943033,37.551494
107940,322014110072083,126.943033,37.551494
107942,322015110006192,126.940544,37.551508
107943,322015110006193,126.943033,37.551494
107949,322015110032323,126.942189,37.546347
107962,322015110070538,126.943033,37.551494
107968,322016110003998,126.943044,37.551494
107969,322016110004203,126.943044,37.551494
107980,322016110030734,126.945544,37.547622
107981,322016110034785,126.943047,37.551458
107982,322016110034786,126.943033,37.551494
107983,322016110035469,126.945786,37.545825
107984,322016110035498,126.945544,37.547622
107988,322016110041118,126.944122,37.551367
107989,322016110042612,126.947789,37.549825
107990,322016110047517,126.942917,37.551844
108012,322017110004736,126.941503,37.547714
108013,322017110004737,126.941503,37.547714
108014,322017110004738,126.941503,37.547714
108015,322017110004739,126.941503,37.547714
108016,322017110004740,126.941503,37.547714
108017,322017110004741,126.941503,37.547714
108018,322017110004742,126.941503,37.547714
108019,322017110004743,126.941503,37.547714
108020,322017110004744,126.941503,37.547714
108021,322017110004745,126.941503,37.547714
108024,322017110011089,126.943092,37.548925
108027,322017110013303,126.942133,37.546325
108028,322017110015834,126.943044,37.551494
108031,322017110023643,126.944911,37.553472
108032,322017110028450,126.943092,37.548925
108045,322018110009363,126.941167,37.549178
108046,322018110019006,126.941075,37.547903
108047,322018110019007,126.941078,37.547906
108048,322018110027192,126.943014,37.547089
108049,322018110027193,126.943017,37.547092
108064,322018110034789,126.945583,37.549786
108080,322018110044966,126.946628,37.550264
108081,322018110044967,126.947258,37.55045
108093,322018110045318,126.948553,37.5502
108094,322018110045319,126.948553,37.5502
108095,322018110045320,126.948553,37.5502
108149,322020110039794,126.943533,37.554003
108150,322020110039795,126.943547,37.553122
108283,322023110035993,126.943047,37.551458
108284,322023110035994,126.943047,37.551458
108285,322023110035995,126.943047,37.551458
108286,322023110035996,126.943047,37.551458
108287,322023110035997,126.943047,37.551458
108288,322023110035998,126.940183,37.549133
108311,322024110025771,126.947147,37.552864
108312,322024110025772,126.947969,37.552214
108313,322024110025773,126.947158,37.551944
108419,322014110009953,126.950039,37.548214
108420,322014110009954,126.943397,37.543422
108421,322014110009955,126.942372,37.543856
108422,322014110011912,126.944122,37.551367
108423,322014110011932,126.950606,37.545903
108424,322014110014919,126.945786,37.545892
108425,322014110019310,126.947811,37.549778
108432,322014110020468,126.941092,37.547936
108433,322014110020932,126.950606,37.545903
108435,322014110023779,126.946531,37.542722
108436,322014110023978,126.943006,37.547133
108439,322014110045153,126.941503,37.547714
108441,322014110048982,126.943183,37.549775
108442,322014110048983,126.941953,37.548717
108451,322014110072065,126.945589,37.549986
108452,322014110072070,126.947458,37.545217
108465,322015110032323,126.942189,37.546347
108467,322015110054277,126.944553,37.544958
108486,322015110076636,126.946169,37.543358
108492,322016110030734,126.945544,37.547622
108493,322016110035469,126.945786,37.545825
108494,322016110035498,126.945544,37.547622
108495,322016110035575,126.946169,37.543358
108496,322016110035586,126.950131,37.548233
108497,322016110035591,126.943722,37.543442
108498,322016110041118,126.944122,37.551367
108499,322016110042093,126.950986,37.546711
108500,322016110042612,126.947789,37.549825
108501,322016110047444,126.942431,37.544558
108502,322016110047454,126.944739,37.545131
108525,322017110004736,126.941503,37.547714
108526,322017110004737,126.941503,37.547714
108527,322017110004738,126.941503,37.547714
108528,322017110004739,126.941503,37.547714
108529,322017110004740,126.941503,37.547714
108530,322017110004741,126.941503,37.547714
108531,322017110004742,126.941503,37.547714
108532,322017110004743,126.941503,37.547714
108533,322017110004744,126.941503,37.547714
108534,322017110004745,126.941503,37.547714
108535,322017110010297,126.948244,37.544736
108538,322017110011089,126.943092,37.548925
108542,322017110013303,126.942133,37.546325
108557,322017110028450,126.943092,37.548925
108559,322017110034688,126.948244,37.544736
108579,322018110009363,126.941167,37.549178
108581,322018110019006,126.941075,37.547903
108582,322018110019007,126.941078,37.547906
108583,322018110027192,126.943014,37.547089
108584,322018110027193,126.943017,37.547092
108602,322018110034789,126.945583,37.549786
108603,322018110037911,126.947464,37.543992
108604,322018110037912,126.947464,37.543992
108605,322018110037913,126.947464,37.543992
108620,322018110044966,126.946628,37.550264
108621,322018110044967,126.947258,37.55045
108633,322018110045318,126.948553,37.5502
108634,322018110045319,126.948553,37.5502
108635,322018110045320,126.948553,37.5502
108728,322021110024537,126.946689,37.542697
108959,322014110008378,126.936994,37.542775
108960,322014110010250,126.93865,37.544542
108961,322014110010251,126.930617,37.544597
108962,322014110014800,126.932672,37.550408
108963,322014110014914,126.938878,37.548456
108964,322014110015179,126.93515,37.549153
108965,322014110015798,126.934358,37.544847
108966,322014110019313,126.931347,37.548803
108967,322014110020935,126.937328,37.543106
108968,322014110022245,126.935658,37.546517
108969,322014110022246,126.939,37.546961
108996,322015110033705,126.932197,37.545292
108998,322015110053044,126.934047,37.543692
109000,322015110054276,126.932744,37.544103
109002,322015110057614,126.930231,37.547847
109009,322016110005066,126.932042,37.547728
109028,322016110025183,126.935825,37.543636
109029,322016110025186,126.935825,37.543636
109033,322016110030732,126.939797,37.545778
109034,322016110033704,126.934756,37.548778
109035,322016110033836,126.935139,37.549622
